episode,time_s,vehicle_id,position_m,speed_mps,lane,tail_pos_m,rear_pos_m,queue_length_m,ttc_conflicts
1,26.00,car_flow_E#10.0,48.770,13.093,0,,260.000,0.000,5
1,31.00,car_flow_E#10.0,109.249,12.288,0,,260.000,0.000,11
1,36.00,car_flow_E#10.1,23.939,11.222,0,,260.000,0.000,12
1,36.00,car_flow_E#10.0,171.849,12.914,0,,260.000,0.000,12
1,36.00,car_flow_E#10.2,18.765,13.476,1,,260.000,0.000,12
1,41.00,car_flow_E#10.1,81.229,11.843,0,,260.000,0.000,15
1,41.00,car_flow_E#10.0,233.115,12.231,0,,260.000,0.000,15
1,41.00,car_flow_E#10.3,4.444,12.096,1,,260.000,0.000,15
1,41.00,car_flow_E#10.2,83.300,12.325,1,,260.000,0.000,15
1,46.00,car_flow_E#10.1,139.292,11.589,0,,260.000,0.000,20
1,46.00,car_flow_E#10.0,295.609,12.482,0,,260.000,0.000,20
1,46.00,car_flow_E#10.3,62.735,11.998,1,,260.000,0.000,20
1,46.00,car_flow_E#10.2,138.095,6.720,1,,260.000,0.000,20
1,51.00,car_flow_E#10.3,119.694,10.838,0,,260.000,0.000,24
1,51.00,car_flow_E#10.1,195.695,10.906,0,,260.000,0.000,24
1,51.00,car_flow_E#10.0,342.688,4.036,0,,260.000,0.000,24
1,51.00,car_flow_E#10.2,152.261,5.557,1,,260.000,0.000,24
1,56.00,car_flow_E#10.3,156.261,3.074,0,,260.000,0.000,28
1,56.00,car_flow_E#10.2,170.756,5.438,0,,260.000,0.000,28
1,56.00,car_flow_E#10.1,253.972,11.060,0,,260.000,0.000,28
1,56.00,car_flow_E#10.0,362.160,2.816,0,,260.000,0.000,28
1,61.00,car_flow_E#10.3,201.026,11.994,0,,260.000,0.000,31
1,61.00,car_flow_E#10.2,225.558,13.282,0,,260.000,0.000,31
1,61.00,car_flow_E#10.1,312.097,12.213,0,,260.000,0.000,31
1,61.00,car_flow_E#10.0,362.519,0.000,0,,260.000,0.000,31
1,66.00,car_flow_E#10.3,259.119,12.148,0,,260.000,0.000,34
1,66.00,car_flow_E#10.2,290.123,13.216,0,,260.000,0.000,34
1,66.00,car_flow_E#10.1,341.447,1.700,0,,260.000,0.000,34
1,66.00,car_flow_E#10.0,362.519,0.000,0,,260.000,0.000,34
1,71.00,car_flow_E#10.3,314.384,10.679,0,,260.000,0.000,37
1,71.00,car_flow_E#10.1,355.953,0.073,0,,260.000,0.000,37
1,71.00,car_flow_E#10.0,362.519,0.000,0,,260.000,0.000,37
1,71.00,car_flow_E#10.2,348.807,9.002,1,,260.000,0.000,37
1,76.00,car_flow_E#10.3,342.696,1.700,0,,260.000,0.000,47
1,76.00,car_flow_E#10.1,360.878,3.346,0,,260.000,0.000,47
1,96.00,car_flow_E#10.6,5.505,9.546,0,,260.000,0.000,57
1,96.00,car_flow_E#10.4,27.829,11.329,0,,260.000,0.000,57
1,96.00,car_flow_E#10.7,6.717,10.180,1,,260.000,0.000,57
1,96.00,car_flow_E#10.5,27.936,11.144,1,,260.000,0.000,57
1,101.00,car_flow_E#10.6,62.878,10.856,0,,260.000,0.000,63
1,101.00,car_flow_E#10.4,85.053,11.246,0,,260.000,0.000,63
1,101.00,car_flow_E#10.8,35.910,9.758,1,,260.000,0.000,63
1,101.00,car_flow_E#10.7,56.297,10.186,1,,260.000,0.000,63
1,101.00,car_flow_E#10.5,84.155,11.425,1,,260.000,0.000,63
1,106.00,car_flow_E#10.6,122.074,11.854,0,,260.000,0.000,66
1,106.00,car_flow_E#10.4,143.810,11.219,0,,260.000,0.000,66
1,106.00,car_flow_E#10.10,8.530,12.823,1,,260.000,0.000,66
1,106.00,car_flow_E#10.9,51.431,14.387,1,,260.000,0.000,66
1,106.00,car_flow_E#10.8,89.050,10.667,1,,260.000,0.000,66
1,106.00,car_flow_E#10.7,108.567,10.611,1,,260.000,0.000,66
1,106.00,car_flow_E#10.5,140.595,9.210,1,,260.000,0.000,66
1,111.00,car_flow_E#10.7,148.341,4.173,0,,260.000,0.000,60
1,111.00,car_flow_E#10.5,159.541,2.500,0,,260.000,0.000,60
1,111.00,car_flow_E#10.6,183.314,12.487,0,,260.000,0.000,60
1,111.00,car_flow_E#10.4,203.047,11.098,0,,260.000,0.000,60
1,111.00,car_flow_E#10.11,10.350,13.486,1,,260.000,0.000,60
1,111.00,car_flow_E#10.10,75.325,13.467,1,,260.000,0.000,60
1,111.00,car_flow_E#10.9,117.018,12.681,1,,260.000,0.000,60
1,111.00,car_flow_E#10.8,139.086,8.384,1,,260.000,0.000,60
1,116.00,car_flow_E#10.12,37.374,11.874,0,,260.000,0.000,59
1,116.00,car_flow_E#10.8,151.970,1.500,0,,260.000,0.000,59
1,116.00,car_flow_E#10.7,173.837,8.147,0,,260.000,0.000,59
1,116.00,car_flow_E#10.5,193.372,11.061,0,,260.000,0.000,59
1,116.00,car_flow_E#10.6,241.087,10.372,0,,260.000,0.000,59
1,116.00,car_flow_E#10.4,262.471,11.575,0,,260.000,0.000,59
1,116.00,car_flow_E#10.13,12.659,12.199,1,,260.000,0.000,59
1,116.00,car_flow_E#10.11,75.028,12.607,1,,260.000,0.000,59
1,116.00,car_flow_E#10.10,129.683,7.056,1,,260.000,0.000,59
1,116.00,car_flow_E#10.9,143.969,1.000,1,,260.000,0.000,59
