episode,time_s,vehicle_id,position_m,speed_mps,lane,tail_pos_m,rear_pos_m,queue_length_m,ttc_conflicts
1,26.00,car_flow_E#10.0,67.779,14.201,0,,260.000,0.000,7
1,31.00,car_flow_E#10.1,76.705,14.808,0,,260.000,0.000,13
1,31.00,car_flow_E#10.0,136.423,14.094,0,,260.000,0.000,13
1,36.00,car_flow_E#10.1,150.791,14.736,0,,260.000,0.000,18
1,36.00,car_flow_E#10.0,204.550,13.879,0,,260.000,0.000,18
1,41.00,car_flow_E#10.2,26.792,14.814,0,,260.000,0.000,20
1,41.00,car_flow_E#10.1,225.123,14.523,0,,260.000,0.000,20
1,41.00,car_flow_E#10.0,273.305,13.120,0,,260.000,0.000,20
1,46.00,car_flow_E#10.2,97.767,14.682,0,,260.000,0.000,27
1,46.00,car_flow_E#10.1,299.543,15.368,0,,260.000,0.000,27
1,46.00,car_flow_E#10.0,338.389,11.665,0,,260.000,0.000,27
1,51.00,car_flow_E#10.2,170.346,14.456,0,,260.000,0.000,31
1,51.00,car_flow_E#10.0,362.445,0.075,0,,260.000,0.000,31
1,51.00,car_flow_E#10.1,349.652,4.363,1,,260.000,0.000,31
1,56.00,car_flow_E#10.2,241.530,13.763,0,,260.000,0.000,38
1,56.00,car_flow_E#10.1,356.010,0.088,1,,260.000,0.000,38
1,56.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,38
1,61.00,car_flow_E#10.2,312.699,14.526,0,,260.000,0.000,39
1,61.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,39
1,61.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,39
1,66.00,car_flow_E#10.2,360.989,4.521,0,,260.000,0.000,46
1,66.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,46
1,66.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,46
1,71.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,44
1,71.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,44
1,71.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,44
1,76.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,46
1,76.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,46
1,76.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,46
1,81.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,50
1,81.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,50
1,81.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,50
1,86.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,58
1,86.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,58
1,86.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,58
1,91.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,69
1,91.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,69
1,91.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,69
1,96.00,car_flow_E#10.4,8.704,10.696,0,,260.000,0.000,74
1,96.00,car_flow_E#10.3,33.739,14.138,0,,260.000,0.000,74
1,96.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,74
1,96.00,car_flow_E#10.6,5.386,9.388,1,,260.000,0.000,74
1,96.00,car_flow_E#10.5,26.773,12.275,1,,260.000,0.000,74
1,96.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,74
1,96.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,74
1,101.00,car_flow_E#10.8,41.401,12.114,0,,260.000,0.000,78
1,101.00,car_flow_E#10.4,62.578,10.325,0,,260.000,0.000,78
1,101.00,car_flow_E#10.3,102.450,13.786,0,,260.000,0.000,78
1,101.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,78
1,101.00,car_flow_E#10.9,17.811,10.291,1,,260.000,0.000,78
1,101.00,car_flow_E#10.7,38.811,11.149,1,,260.000,0.000,78
1,101.00,car_flow_E#10.6,58.237,10.569,1,,260.000,0.000,78
1,101.00,car_flow_E#10.5,89.998,12.836,1,,260.000,0.000,78
1,101.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,78
1,101.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,78
1,106.00,car_flow_E#10.11,40.244,13.281,0,,260.000,0.000,77
1,106.00,car_flow_E#10.10,65.552,11.808,0,,260.000,0.000,77
1,106.00,car_flow_E#10.8,96.187,11.565,0,,260.000,0.000,77
1,106.00,car_flow_E#10.4,117.767,11.348,0,,260.000,0.000,77
1,106.00,car_flow_E#10.5,149.270,12.459,0,,260.000,0.000,77
1,106.00,car_flow_E#10.3,170.010,14.162,0,,260.000,0.000,77
1,106.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,77
1,106.00,car_flow_E#10.12,24.866,12.760,1,,260.000,0.000,77
1,106.00,car_flow_E#10.9,67.705,8.899,1,,260.000,0.000,77
1,106.00,car_flow_E#10.7,87.841,9.570,1,,260.000,0.000,77
1,106.00,car_flow_E#10.6,106.987,9.760,1,,260.000,0.000,77
1,106.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,77
1,106.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,77
1,111.00,car_flow_E#10.11,101.500,11.448,0,,260.000,0.000,74
1,111.00,car_flow_E#10.10,125.486,10.537,0,,260.000,0.000,74
1,111.00,car_flow_E#10.8,149.434,10.459,0,,260.000,0.000,74
1,111.00,car_flow_E#10.4,171.394,10.915,0,,260.000,0.000,74
1,111.00,car_flow_E#10.5,212.888,12.229,0,,260.000,0.000,74
1,111.00,car_flow_E#10.3,238.569,13.937,0,,260.000,0.000,74
1,111.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,74
1,111.00,car_flow_E#10.13,62.011,14.805,1,,260.000,0.000,74
1,111.00,car_flow_E#10.12,90.026,12.842,1,,260.000,0.000,74
1,111.00,car_flow_E#10.9,116.788,8.819,1,,260.000,0.000,74
1,111.00,car_flow_E#10.7,132.966,6.694,1,,260.000,0.000,74
1,111.00,car_flow_E#10.6,144.817,3.328,1,,260.000,0.000,74
1,111.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,74
1,111.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,74
1,116.00,car_flow_E#10.13,113.282,6.246,0,,260.000,0.000,64
1,116.00,car_flow_E#10.11,161.790,12.681,0,,260.000,0.000,64
1,116.00,car_flow_E#10.10,182.752,10.522,0,,260.000,0.000,64
1,116.00,car_flow_E#10.8,204.567,9.960,0,,260.000,0.000,64
1,116.00,car_flow_E#10.4,225.222,10.793,0,,260.000,0.000,64
1,116.00,car_flow_E#10.5,276.264,12.421,0,,260.000,0.000,64
1,116.00,car_flow_E#10.3,308.441,14.298,0,,260.000,0.000,64
1,116.00,car_flow_E#10.2,362.519,0.000,0,,260.000,0.000,64
1,116.00,car_flow_E#10.12,126.606,3.708,1,,260.000,0.000,64
1,116.00,car_flow_E#10.9,134.815,1.000,1,,260.000,0.000,64
1,116.00,car_flow_E#10.7,145.277,3.961,1,,260.000,0.000,64
1,116.00,car_flow_E#10.6,161.158,6.689,1,,260.000,0.000,64
1,116.00,car_flow_E#10.1,356.018,0.000,1,,260.000,0.000,64
1,116.00,car_flow_E#10.0,362.519,0.000,1,,260.000,0.000,64
1,31.00,car_flow_E#10.0,14.065,14.168,0,,260.000,0.000,7
1,36.00,car_flow_E#10.1,24.709,13.150,0,,260.000,0.000,10
