episode,time_s,vehicle_id,position_m,speed_mps,lane,tail_pos_m,rear_pos_m,queue_length_m,ttc_conflicts
1,25.00,car_flow_E#10.0,18.941,14.918,0,,260.000,0.000,0
1,30.00,car_flow_E#10.0,93.200,14.805,0,,260.000,0.000,0
1,35.00,car_flow_E#10.2,15.011,15.091,0,,260.000,0.000,0
1,35.00,car_flow_E#10.1,54.470,15.151,0,,260.000,0.000,0
1,35.00,car_flow_E#10.0,167.417,14.807,0,,260.000,0.000,0
1,40.00,car_flow_E#10.2,90.021,14.921,0,,260.000,0.000,0
1,40.00,car_flow_E#10.1,130.219,15.165,0,,260.000,0.000,0
1,40.00,car_flow_E#10.0,241.700,14.981,0,,260.000,0.000,0
1,45.00,car_flow_E#10.3,37.229,12.976,0,,260.000,0.000,0
1,45.00,car_flow_E#10.2,164.922,14.975,0,,260.000,0.000,0
1,45.00,car_flow_E#10.1,206.011,15.002,0,,260.000,0.000,0
1,45.00,car_flow_E#10.0,315.866,14.909,0,,260.000,0.000,0
1,45.00,car_flow_E#10.4,28.363,14.884,1,,260.000,0.000,0
1,50.00,car_flow_E#10.6,33.908,14.932,0,,260.000,0.000,0
1,50.00,car_flow_E#10.3,102.894,13.065,0,,260.000,0.000,0
1,50.00,car_flow_E#10.2,240.098,15.107,0,,260.000,0.000,0
1,50.00,car_flow_E#10.1,281.714,15.003,0,,260.000,0.000,0
1,50.00,car_flow_E#10.0,361.906,2.176,0,,260.000,0.000,0
1,50.00,car_flow_E#10.5,65.378,15.092,1,,260.000,0.000,0
1,50.00,car_flow_E#10.4,103.350,14.842,1,,260.000,0.000,0
1,55.00,car_flow_E#10.6,107.902,14.661,0,,260.000,0.000,0
1,55.00,car_flow_E#10.3,168.495,13.211,0,,260.000,0.000,0
1,55.00,car_flow_E#10.2,313.454,13.984,0,,260.000,0.000,0
1,55.00,car_flow_E#10.0,362.519,0.000,0,,260.000,0.000,0
1,55.00,car_flow_E#10.5,140.626,15.086,1,,260.000,0.000,0
1,55.00,car_flow_E#10.4,178.233,14.836,1,,260.000,0.000,0
1,55.00,car_flow_E#10.1,344.282,10.668,1,,260.000,0.000,0
1,60.00,car_flow_E#10.7,25.928,14.484,0,,260.000,0.000,0
1,60.00,car_flow_E#10.6,181.704,14.922,0,,260.000,0.000,0
1,60.00,car_flow_E#10.3,234.138,13.257,0,,260.000,0.000,0
1,60.00,car_flow_E#10.5,179.226,4.450,1,,260.000,0.000,0
1,60.00,car_flow_E#10.4,222.486,8.802,1,,260.000,0.000,0
1,60.00,car_flow_E#10.2,352.890,3.038,1,,260.000,0.000,0
1,60.00,car_flow_E#10.1,363.419,0.000,1,,260.000,0.000,0
1,65.00,car_flow_E#10.7,97.834,14.443,0,,260.000,0.000,0
1,65.00,car_flow_E#10.6,255.607,14.838,0,,260.000,0.000,0
1,65.00,car_flow_E#10.3,299.893,13.100,0,,260.000,0.000,0
1,65.00,car_flow_E#10.5,198.932,6.883,1,,260.000,0.000,0
1,65.00,car_flow_E#10.4,290.050,15.042,1,,260.000,0.000,0
1,65.00,car_flow_E#10.2,362.637,4.849,1,,260.000,0.000,0
1,70.00,car_flow_E#10.8,63.353,13.542,0,,260.000,0.000,0
1,70.00,car_flow_E#10.7,169.763,14.401,0,,260.000,0.000,0
