episode,time_s,vehicle_id,position_m,speed_mps,lane,tail_pos_m,rear_pos_m,queue_length_m,ttc_conflicts
1,30.00,car_flow_E#10.1,33.922,14.021,1,,260.000,0.000,3
1,35.00,car_flow_E#10.0,48.319,10.113,0,,260.000,0.000,5
1,35.00,car_flow_E#10.2,43.990,14.693,1,,260.000,0.000,5
1,35.00,car_flow_E#10.1,104.582,14.250,1,,260.000,0.000,5
1,40.00,car_flow_E#10.3,54.033,12.396,0,,260.000,0.000,4
1,40.00,car_flow_E#10.0,98.331,9.947,0,,260.000,0.000,4
1,40.00,car_flow_E#10.2,117.280,14.522,1,,260.000,0.000,4
1,40.00,car_flow_E#10.1,175.283,14.199,1,,260.000,0.000,4
1,45.00,car_flow_E#10.3,116.409,12.393,0,,260.000,0.000,1
1,45.00,car_flow_E#10.0,148.327,9.851,0,,260.000,0.000,1
1,45.00,car_flow_E#10.2,185.022,12.005,1,,260.000,0.000,1
1,45.00,car_flow_E#10.1,216.432,8.542,1,,260.000,0.000,1
1,50.00,car_flow_E#10.3,176.165,11.343,0,,260.000,0.000,0
1,50.00,car_flow_E#10.0,198.284,9.959,0,,260.000,0.000,0
1,50.00,car_flow_E#10.1,281.235,14.138,0,,260.000,0.000,0
1,50.00,car_flow_E#10.2,215.649,6.316,1,,260.000,0.000,0
1,55.00,car_flow_E#10.0,248.171,9.890,0,,260.000,0.000,0
1,55.00,car_flow_E#10.1,351.825,14.047,0,,260.000,0.000,0
1,55.00,car_flow_E#10.3,229.633,10.991,1,,260.000,0.000,0
1,55.00,car_flow_E#10.2,274.296,14.793,1,,260.000,0.000,0
1,60.00,car_flow_E#10.0,298.081,9.911,0,,260.000,0.000,0
1,60.00,car_flow_E#10.1,363.520,0.000,0,,260.000,0.000,0
1,60.00,car_flow_E#10.3,258.264,6.738,1,,260.000,0.000,0
1,60.00,car_flow_E#10.2,344.436,10.619,1,,260.000,0.000,0
1,65.00,car_flow_E#10.4,47.159,10.909,0,,260.000,0.000,0
1,65.00,car_flow_E#10.1,363.520,0.000,0,,260.000,0.000,0
1,65.00,car_flow_E#10.3,313.845,11.130,1,,260.000,0.000,0
1,65.00,car_flow_E#10.0,344.656,6.279,1,,260.000,0.000,0
1,65.00,car_flow_E#10.2,362.519,0.000,1,,260.000,0.000,0
1,70.00,car_flow_E#10.5,57.234,13.682,0,,260.000,0.000,0
1,70.00,car_flow_E#10.4,102.527,10.990,0,,260.000,0.000,0
1,70.00,car_flow_E#10.1,363.520,0.000,0,,260.000,0.000,0
1,70.00,car_flow_E#10.3,346.366,2.560,1,,260.000,0.000,0
1,70.00,car_flow_E#10.0,355.869,0.180,1,,260.000,0.000,0
1,70.00,car_flow_E#10.2,362.519,0.000,1,,260.000,0.000,0
1,75.00,car_flow_E#10.6,48.160,14.150,0,,260.000,0.000,0
1,75.00,car_flow_E#10.5,125.344,13.783,0,,260.000,0.000,0
1,75.00,car_flow_E#10.4,157.691,10.996,0,,260.000,0.000,0
1,75.00,car_flow_E#10.3,355.338,4.176,1,,260.000,0.000,0
1,80.00,car_flow_E#10.6,119.020,14.287,0,,260.000,0.000,0
1,80.00,car_flow_E#10.5,189.417,12.085,0,,260.000,0.000,0
1,80.00,car_flow_E#10.4,212.770,11.124,0,,260.000,0.000,0
1,80.00,car_flow_E#10.7,39.122,17.278,1,,260.000,0.000,0
1,80.00,car_flow_E#10.3,362.519,0.000,1,,260.000,0.000,0
1,85.00,car_flow_E#10.6,190.161,14.231,0,,260.000,0.000,0
1,85.00,car_flow_E#10.4,268.056,11.117,0,,260.000,0.000,0
1,85.00,car_flow_E#10.7,126.150,17.322,1,,260.000,0.000,0
1,85.00,car_flow_E#10.5,250.616,13.509,1,,260.000,0.000,0
1,85.00,car_flow_E#10.3,363.419,0.000,1,,260.000,0.000,0
1,90.00,car_flow_E#10.6,261.128,14.226,0,,260.000,0.000,0
1,90.00,car_flow_E#10.4,323.214,11.152,0,,260.000,0.000,0
1,90.00,car_flow_E#10.7,175.869,6.422,1,,260.000,0.000,0
1,90.00,car_flow_E#10.5,289.320,8.557,1,,260.000,0.000,0
1,90.00,car_flow_E#10.3,363.419,0.000,1,,260.000,0.000,0
1,95.00,car_flow_E#10.6,329.067,10.713,0,,260.000,0.000,0
1,95.00,car_flow_E#10.4,362.214,1.602,0,,260.000,0.000,0
1,95.00,car_flow_E#10.8,50.618,16.482,1,,260.000,0.000,0
1,95.00,car_flow_E#10.7,197.474,6.233,1,,260.000,0.000,0
1,95.00,car_flow_E#10.5,342.652,7.186,1,,260.000,0.000,0
1,95.00,car_flow_E#10.3,363.419,0.000,1,,260.000,0.000,0
1,100.00,car_flow_E#10.6,354.782,1.189,0,,260.000,0.000,0
1,100.00,car_flow_E#10.4,362.519,0.000,0,,260.000,0.000,0
1,100.00,car_flow_E#10.8,132.623,16.308,1,,260.000,0.000,0
1,100.00,car_flow_E#10.7,256.377,16.594,1,,260.000,0.000,0
1,100.00,car_flow_E#10.5,356.677,0.276,1,,260.000,0.000,0
1,100.00,car_flow_E#10.3,363.419,0.000,1,,260.000,0.000,0
1,105.00,car_flow_E#10.9,44.012,11.019,0,,260.000,0.000,0
1,105.00,car_flow_E#10.10,38.520,14.738,1,,260.000,0.000,0
1,105.00,car_flow_E#10.8,177.241,5.384,1,,260.000,0.000,0
1,105.00,car_flow_E#10.7,331.490,11.766,1,,260.000,0.000,0
1,110.00,car_flow_E#10.11,56.283,13.400,0,,260.000,0.000,0
1,110.00,car_flow_E#10.9,99.037,10.946,0,,260.000,0.000,0
1,110.00,car_flow_E#10.12,38.766,14.348,1,,260.000,0.000,0
1,110.00,car_flow_E#10.10,112.808,14.971,1,,260.000,0.000,0
1,110.00,car_flow_E#10.8,197.992,6.652,1,,260.000,0.000,0
1,110.00,car_flow_E#10.7,359.952,4.054,1,,260.000,0.000,0
1,115.00,car_flow_E#10.11,123.421,13.361,0,,260.000,0.000,2
1,115.00,car_flow_E#10.9,154.082,11.137,0,,260.000,0.000,2
1,115.00,car_flow_E#10.12,110.788,14.346,1,,260.000,0.000,2
1,115.00,car_flow_E#10.10,187.020,14.889,1,,260.000,0.000,2
1,115.00,car_flow_E#10.8,263.047,16.438,1,,260.000,0.000,2
1,120.00,car_flow_E#10.14,22.691,12.710,0,,260.000,0.000,2
1,120.00,car_flow_E#10.13,68.805,13.845,0,,260.000,0.000,2
1,120.00,car_flow_E#10.11,186.691,12.077,0,,260.000,0.000,2
1,120.00,car_flow_E#10.9,209.158,10.969,0,,260.000,0.000,2
1,120.00,car_flow_E#10.12,182.857,14.390,1,,260.000,0.000,2
1,120.00,car_flow_E#10.10,231.755,9.147,1,,260.000,0.000,2
1,120.00,car_flow_E#10.8,345.171,16.343,1,,260.000,0.000,2
2,45.00,car_flow_E#10.0,21.445,11.785,0,,260.000,0.000,3
2,50.00,car_flow_E#10.1,20.707,11.473,0,,260.000,0.000,3
2,50.00,car_flow_E#10.0,80.312,11.644,0,,260.000,0.000,3
2,50.00,car_flow_E#10.2,27.855,13.878,1,,260.000,0.000,3
2,55.00,car_flow_E#10.1,77.963,11.438,0,,260.000,0.000,0
2,55.00,car_flow_E#10.0,139.329,11.927,0,,260.000,0.000,0
2,55.00,car_flow_E#10.2,97.543,13.965,1,,260.000,0.000,0
2,60.00,car_flow_E#10.3,9.467,12.009,0,,260.000,0.000,0
2,60.00,car_flow_E#10.1,135.109,11.367,0,,260.000,0.000,0
