time_percent,avg_position_m,std_position_m,avg_speed_mps,std_speed_mps,avg_queuing_vehicles,std_queuing_vehicles,avg_velocity_deviation,std_velocity_deviation
57.5,230.48194261330192,113.09728869105105,8.291196291936433,5.5783716912694405,2.127906976744186,1.8494597161915456,4.903052361250742,1.878351668702888
58.0,197.1680588235294,109.89003518715346,10.253823529411765,4.761107844232449,0.75,0.5,5.041519227287973,1.5651292712186249
58.5,230.71638818249812,110.6124518102266,8.640919222139118,5.532326413396827,1.8564814814814814,1.5856198640102366,4.912803780187638,2.0023648065721313
59.0,239.04541666666668,126.80290297828238,8.7445,5.498608162732887,2.0,2.8284271247461903,3.260708595596084,3.2307374834531823
59.5,231.35643198090693,111.26851546111601,8.48534844868735,5.37079122616393,1.7746478873239437,1.4754871650561632,4.90169123806658,1.8616838194058565
61.0,236.27359793814432,110.52462422231913,7.969585129646985,5.592530477986128,2.3617021276595747,1.972362689921019,4.977856171729434,1.8128739561281015
61.5,229.21326315789472,137.14690665966836,8.239473684210527,5.406088649419293,1.25,1.2583057392117916,5.153281825770653,1.0162536431241698
62.0,232.67777997364954,109.72012133708479,8.368725955204216,5.403986948355162,2.0517241379310347,1.8074475280673132,4.78019171362505,1.7442916837997942
63.0,233.95311107970605,112.99315302677786,8.135314019219898,5.605530371706756,2.302325581395349,1.9552454762591063,5.068013671995477,1.8148781037676527
63.5,237.6658823529412,131.97055040182371,8.633882352941177,6.130764113085261,1.6666666666666667,1.1547005383792517,6.21470451364667,0.7184007049021063
64.0,241.54083333333332,103.43766804549567,8.026580000000001,5.292101837264014,1.7777777777777777,1.6251232694862383,4.349436890954427,2.2317157580710614
64.5,234.4668832997988,112.27566196324273,8.054265593561368,5.708491554700231,2.3392857142857144,1.9502952354567313,5.131433655991857,1.910653155298853
66.5,238.2059404173531,110.85469614219494,7.8119181768259205,5.683181482171887,2.4823091247672253,2.0360931351512064,5.017969900087717,1.840450319464836
68.0,236.0547897806165,111.64941087667366,8.02851707858928,5.601590803592217,2.392233009708738,1.9351192826820396,5.0220855264034,1.7929266168229836
68.5,237.04145336787565,109.61662364239824,7.844549222797927,5.538126654792753,2.353448275862069,1.8521635308815032,4.8825519587623125,1.669866685944662
69.0,251.44155555555557,119.55829931578374,8.173805555555555,6.274047592239202,2.0,1.7320508075688772,4.9335838550259865,3.2652492162267652
69.5,232.87005952380952,114.8174413584663,7.061285714285715,6.206672496889849,4.333333333333333,2.7386127875258306,5.570807270353886,1.4208767424334146
