model,seed,vehicle_id,vClass,depart_time,arrival_time,duration_s,waiting_time_s,time_loss_s,route_length_m
DQN_w05,33,car_flow_through.3,truck,25.20,71.40,46.20,7.00,22.18,215.71
DQN_w05,33,car_flow_south_E#18.1,car,30.80,72.60,41.80,9.20,26.70,232.83
DQN_w05,33,car_flow_north_E#18.4,car,31.00,73.20,42.20,0.00,26.43,222.96
DQN_w05,33,car_flow_south_E#18.2,car,35.60,73.80,38.20,3.00,24.29,232.83
DQN_w05,33,car_flow_E#10.0,car,8.80,74.60,65.80,2.40,17.12,888.90
DQN_w05,33,car_flow_E#10.1,car,15.60,75.00,59.40,0.00,12.84,888.90
DQN_w05,33,car_flow_turn_E#13.0,truck,16.00,76.40,60.40,17.40,39.56,206.25
DQN_w05,33,car_flow_South_Right.1,car,18.00,76.80,58.80,0.00,9.08,700.86
DQN_w05,33,car_flow_turn.4,car,33.00,77.60,44.60,3.00,26.71,291.86
DQN_w05,33,car_flow_south_left.2,car,49.00,77.60,28.60,0.00,6.80,541.79
DQN_w05,33,car_flow_turn_E#10.1,car,9.40,78.80,69.40,1.00,14.75,888.41
DQN_w05,33,car_flow_south_E#18.3,car,35.80,79.60,43.80,3.60,30.67,232.83
DQN_w05,33,car_flow_south_E#15.2,car,17.20,79.80,62.60,5.40,12.81,795.72
DQN_w05,33,car_flow_turn_E#13.1,car,19.20,79.80,60.60,12.60,41.54,214.25
DQN_w05,33,car_flow_south_E#18.4,car,51.00,80.80,29.80,0.00,17.67,232.83
DQN_w05,33,car_flow_turn_E#10.0,car,7.00,82.20,75.20,3.40,17.08,888.41
DQN_w05,33,car_flow_turn.5,truck,36.40,82.60,46.20,0.00,29.31,283.86
DQN_w05,33,car_flow_south_left.3,car,54.00,82.60,28.60,0.00,7.13,541.79
DQN_w05,33,car_flow_south_E#15.4,car,21.80,82.80,61.00,4.80,21.31,795.72
DQN_w05,33,car_flow_south_E#15.3,car,19.60,83.40,63.80,0.80,13.08,795.72
DQN_w05,33,car_flow_north_E#18.5,car,33.20,83.60,50.40,3.60,32.05,222.96
DQN_w05,33,car_flow_turn_E#13.2,car,25.60,84.00,58.40,8.40,33.59,214.25
DQN_w05,33,car_flow_turn_E#10.3,car,17.80,85.00,67.20,2.00,19.54,888.41
DQN_w05,33,car_flow_WEST_E#6.3,car,27.80,86.00,58.20,6.60,38.04,214.25
DQN_w05,33,car_flow_south_left.4,car,57.20,87.60,30.40,0.00,6.23,541.79
DQN_w05,33,car_flow_South_Right.2,car,23.20,88.00,64.80,3.40,15.50,700.86
DQN_w05,33,car_flow_south_left.5,car,59.40,89.00,29.60,0.00,7.92,541.79
DQN_w05,33,car_flow_turn_E#10.2,car,11.80,89.60,77.80,4.40,24.02,888.41
DQN_w05,33,car_flow_turn_E#13.3,car,30.00,89.60,59.60,5.00,33.42,214.25
DQN_w05,33,car_flow_north_E#18.6,car,40.40,91.20,50.80,3.20,34.55,222.96
DQN_w05,33,car_flow_WEST_E#6.4,car,32.20,91.60,59.40,3.60,39.58,214.25
DQN_w05,33,car_flow_turn.6,truck,41.40,92.00,50.60,2.00,34.60,283.86
DQN_w05,33,car_flow_north_E#18.7,car,44.20,93.40,49.20,0.40,33.21,222.96
DQN_w05,33,car_flow_WEST_E#6.5,car,44.40,93.60,49.20,0.00,29.24,214.25
DQN_w05,33,car_flow_south_left.6,car,63.80,94.60,30.80,0.00,5.70,541.79
DQN_w05,33,car_flow_south_left.7,car,66.20,95.80,29.60,0.00,11.22,541.79
DQN_w05,33,car_flow_turn_E#10.4,car,20.00,96.00,76.00,3.80,27.68,888.41
DQN_w05,33,car_flow_through.4,truck,46.40,96.40,50.00,0.00,27.58,215.71
DQN_w05,33,car_flow_north_E#18.8,car,60.00,98.60,38.60,0.00,19.79,222.96
DQN_w06,11,car_flow_north_E#18.0,truck,0.40,25.40,25.00,0.00,8.41,214.96
DQN_w06,11,car_flow_turn.0,car,2.40,26.80,24.40,0.00,5.41,291.86
DQN_w06,11,car_flow_turn_E#15.0,car,0.00,30.20,30.20,0.00,3.56,223.71
DQN_w06,11,car_flow_north_E#18.1,car,8.60,33.00,24.40,0.00,4.15,222.96
DQN_w06,11,car_flow_north_E#18.2,car,10.80,34.80,24.00,0.00,5.77,222.96
DQN_w06,11,car_flow_turn_E#15.1,car,9.00,38.00,29.00,0.00,3.55,223.71
DQN_w06,11,car_flow_north_E#18.3,truck,14.20,39.40,25.20,0.00,8.50,214.96
DQN_w06,11,car_flow_WEST_E#6.0,car,0.00,40.00,40.00,11.40,19.93,214.25
DQN_w06,11,car_flow_turn_E#13.0,car,2.40,42.60,40.20,5.40,17.43,214.25
DQN_w06,11,car_flow_WEST_E#6.1,car,4.80,45.20,40.40,3.20,16.96,214.25
DQN_w06,11,car_flow_south_left.0,car,17.20,46.80,29.60,0.00,7.06,541.79
DQN_w06,11,car_flow_turn_E#15.2,car,12.60,47.80,35.20,5.00,10.59,223.71
DQN_w06,11,car_flow_south_left.1,car,19.40,49.00,29.60,0.00,7.17,541.79
DQN_w06,11,car_flow_north_E#18.4,car,22.60,50.20,27.60,0.00,10.03,222.96
DQN_w06,11,car_flow_turn_E#15.3,car,17.00,51.00,34.00,0.00,7.97,223.71
DQN_w06,11,car_flow_turn.1,car,28.80,52.60,23.80,0.00,5.33,291.86
DQN_w06,11,car_flow_south_left.2,car,21.80,53.20,31.40,0.00,6.29,541.79
DQN_w06,11,car_flow_turn_E#15.4,car,22.80,53.20,30.40,0.00,5.22,223.71
DQN_w06,11,car_flow_south_E#15.1,car,6.20,54.60,48.40,0.00,6.21,795.72
DQN_w06,11,car_flow_south_E#18.0,car,31.60,55.60,24.00,2.00,12.13,232.83
DQN_w06,11,car_flow_south_E#15.0,car,3.80,56.00,52.20,0.00,5.76,795.72
DQN_w06,11,car_flow_north_E#18.5,car,29.40,56.00,26.60,0.00,8.16,222.96
DQN_w06,11,car_flow_turn_E#15.5,car,25.00,56.40,31.40,0.00,5.08,223.71
DQN_w06,11,car_flow_South_Right.0,car,7.80,60.40,52.60,0.00,9.46,700.86
DQN_w06,11,car_flow_south_left.3,car,29.00,60.40,31.40,0.00,5.76,541.79
DQN_w06,11,car_flow_turn_E#15.6,truck,32.20,62.00,29.80,0.00,7.02,215.71
DQN_w06,11,car_flow_south_left.4,car,32.00,62.00,30.00,0.00,8.54,541.79
DQN_w06,11,car_flow_south_left.5,car,34.20,63.40,29.20,0.00,8.31,541.79
DQN_w06,11,car_flow_north_E#18.6,car,41.00,65.60,24.60,0.00,5.52,222.96
DQN_w06,11,car_flow_turn_E#6.0,car,4.80,66.80,62.00,8.40,18.87,873.09
DQN_w06,11,car_flow_through.0,car,35.40,66.80,31.40,0.00,6.38,223.71
DQN_w06,11,car_flow_South_Right.1,car,14.20,67.00,52.80,0.00,11.88,700.86
DQN_w06,11,car_flow_E#10.0,car,1.60,67.80,66.20,4.40,16.47,888.90
DQN_w06,11,car_flow_E#10.2,car,12.80,68.00,55.20,0.00,6.45,888.90
DQN_w06,11,car_flow_south_left.6,car,38.80,68.80,30.00,0.00,9.68,541.79
DQN_w06,11,car_flow_through.1,car,37.80,69.40,31.60,0.00,6.49,223.71
DQN_w06,11,car_flow_turn_E#15.7,car,40.20,71.60,31.40,0.00,7.87,223.71
DQN_w06,11,car_flow_turn.2,car,44.60,73.40,28.80,0.00,12.29,291.86
DQN_w06,11,car_flow_turn_E#10.0,car,8.80,74.60,65.80,1.60,13.91,888.41
DQN_w06,11,car_flow_turn_E#15.8,car,42.40,75.40,33.00,2.20,12.85,223.71
DQN_w06,11,car_flow_south_left.7,car,43.20,75.40,32.20,0.00,5.97,541.79
DQN_w06,11,car_flow_south_left.8,car,45.40,76.60,31.20,0.00,9.58,541.79
DQN_w06,11,car_flow_turn.3,car,51.40,79.20,27.80,0.00,7.91,291.86
DQN_w06,11,car_flow_north_E#18.7,truck,49.20,80.00,30.80,0.20,14.07,214.96
DQN_w06,11,car_flow_through.2,truck,48.20,80.00,31.80,0.00,9.11,215.71
DQN_w06,11,car_flow_turn.4,car,53.60,80.60,27.00,0.00,9.10,291.86
DQN_w06,11,car_flow_south_E#15.2,bus,19.20,80.80,61.60,0.00,13.65,787.72
DQN_w06,11,car_flow_South_Right.2,car,21.60,83.00,61.40,3.60,16.98,700.86
DQN_w06,11,car_flow_E#10.1,car,8.40,83.60,75.20,2.00,11.72,888.90
DQN_w06,11,car_flow_South_Right.3,car,26.00,84.20,58.20,0.00,18.21,700.86
DQN_w06,11,car_flow_south_E#18.1,truck,59.00,84.40,25.40,0.00,12.26,224.83
DQN_w06,11,car_flow_turn_E#13.1,car,7.00,84.80,77.80,37.60,54.94,214.25
DQN_w06,11,car_flow_south_E#15.3,car,25.00,85.80,60.80,0.00,8.75,795.72
DQN_w06,11,car_flow_south_E#15.5,car,31.80,85.80,54.00,0.00,8.21,795.72
DQN_w06,11,car_flow_E#10.3,car,15.00,86.00,71.00,1.20,13.75,888.90
DQN_w06,11,car_flow_E#10.4,car,24.00,86.20,62.20,0.00,13.13,888.90
DQN_w06,11,car_flow_south_E#15.7,car,36.40,87.00,50.60,0.00,8.82,795.72
DQN_w06,11,car_flow_WEST_E#6.2,car,12.40,87.20,74.80,33.20,53.00,214.25
DQN_w06,11,car_flow_south_E#15.4,car,27.20,87.80,60.60,0.00,8.45,795.72
DQN_w06,11,car_flow_turn_E#13.2,car,19.40,89.40,70.00,31.40,48.08,214.25
DQN_w06,11,car_flow_south_left.9,truck,53.20,90.00,36.80,0.00,12.63,533.79
DQN_w06,11,car_flow_south_E#18.2,truck,68.40,90.20,21.80,0.00,8.41,224.83
DQN_w06,11,car_flow_south_E#15.6,car,34.20,91.20,57.00,0.00,7.01,795.72
DQN_w06,11,car_flow_south_left.10,car,58.40,91.40,33.00,0.00,9.21,541.79
DQN_w06,11,car_flow_turn_E#13.3,car,22.40,91.80,69.40,29.80,47.39,214.25
DQN_w06,11,car_flow_E#10.5,car,26.20,92.00,65.80,0.00,7.23,888.90
DQN_w06,11,car_flow_south_E#15.10,car,45.60,92.40,46.80,0.00,7.01,795.72
DQN_w06,11,car_flow_E#10.7,car,41.00,92.60,51.60,0.00,6.74,888.90
DQN_w06,11,car_flow_turn_E#13.4,car,24.80,94.40,69.60,28.20,46.26,214.25
DQN_w06,11,car_flow_WEST_E#6.3,truck,28.20,96.60,68.40,25.80,48.51,206.25
DQN_w06,11,car_flow_south_E#15.8,car,38.80,96.80,58.00,0.00,5.84,795.72
DQN_w06,11,car_flow_south_left.11,car,68.80,99.80,31.00,0.00,6.06,541.79
DQN_w06,22,car_flow_south_E#18.0,car,0.20,19.20,19.00,0.00,5.79,232.83
DQN_w06,22,car_flow_north_E#18.0,car,3.80,25.80,22.00,0.00,4.32,222.96
DQN_w06,22,car_flow_WEST_E#6.0,car,0.40,26.80,26.40,0.00,4.50,214.25
DQN_w06,22,car_flow_south_E#18.1,truck,2.00,31.80,29.80,0.40,17.07,224.83
DQN_w06,22,car_flow_turn_E#13.0,truck,4.00,32.60,28.60,0.00,7.51,206.25
DQN_w06,22,car_flow_WEST_E#6.1,truck,8.80,37.40,28.60,0.00,8.50,206.25
DQN_w06,22,car_flow_south_E#18.2,car,18.20,37.60,19.40,0.00,6.41,232.83
DQN_w06,22,car_flow_south_left.0,truck,4.20,39.60,35.40,0.00,14.34,533.79
DQN_w06,22,car_flow_WEST_E#6.2,car,12.00,41.20,29.20,0.00,8.51,214.25
DQN_w06,22,car_flow_north_E#18.1,car,11.60,41.20,29.60,4.60,13.85,222.96
DQN_w06,22,car_flow_turn.0,truck,0.40,42.20,41.80,9.20,23.38,283.86
DQN_w06,22,car_flow_north_E#18.2,car,13.80,43.00,29.20,0.00,13.61,222.96
DQN_w06,22,car_flow_turn.1,car,6.00,43.80,37.80,3.20,20.86,291.86
DQN_w06,22,car_flow_through.0,car,3.80,47.20,43.40,5.40,18.25,223.71
DQN_w06,22,car_flow_north_E#18.3,truck,19.40,48.80,29.40,0.00,11.88,214.96
DQN_w06,22,car_flow_turn_E#15.0,car,8.20,49.40,41.20,1.20,18.21,223.71
DQN_w06,22,car_flow_north_E#18.4,car,22.60,50.80,28.20,0.00,10.71,222.96
DQN_w06,22,car_flow_WEST_E#6.3,car,18.40,52.40,34.00,4.80,12.42,214.25
DQN_w06,22,car_flow_turn.2,car,10.40,52.80,42.40,3.80,23.56,291.86
DQN_w06,22,car_flow_WEST_E#6.4,car,20.60,54.40,33.80,0.40,13.98,214.25
DQN_w06,22,car_flow_south_left.1,car,25.60,55.00,29.40,0.00,9.45,541.79
DQN_w06,22,car_flow_turn.3,car,14.80,55.20,40.40,0.00,23.11,291.86
DQN_w06,22,car_flow_turn.4,car,17.00,57.00,40.00,0.00,22.39,291.86
DQN_w06,22,car_flow_south_left.2,car,27.80,58.20,30.40,0.00,6.75,541.79
DQN_w06,22,car_flow_turn_E#15.1,car,12.60,60.00,47.40,1.40,21.39,223.71
DQN_w06,22,car_flow_turn.5,car,21.40,60.20,38.80,0.00,20.97,291.86
DQN_w06,22,car_flow_north_E#18.5,car,24.80,60.60,35.80,2.60,12.42,222.96
DQN_w06,22,car_flow_north_E#18.6,car,27.20,62.00,34.80,0.00,16.88,222.96
DQN_w06,22,car_flow_turn_E#15.2,car,19.20,62.20,43.00,0.00,22.40,223.71
DQN_w06,22,car_flow_north_E#18.7,car,29.80,63.20,33.40,0.00,16.68,222.96
DQN_w06,22,car_flow_north_E#18.8,car,32.20,65.40,33.20,0.00,13.83,222.96
DQN_w06,22,car_flow_turn_E#10.0,car,6.00,65.60,59.60,0.00,10.26,888.41
DQN_w06,22,car_flow_turn_E#15.3,car,25.40,65.60,40.20,0.00,18.23,223.71
DQN_w06,22,car_flow_turn_E#10.1,car,11.60,66.40,54.80,0.00,6.44,888.41
DQN_w06,22,car_flow_north_E#18.9,car,34.60,66.80,32.20,0.00,15.45,222.96
DQN_w06,22,car_flow_turn.6,car,34.40,67.20,32.80,0.00,12.73,291.86
DQN_w06,22,car_flow_north_E#18.10,car,45.80,69.40,23.60,0.00,7.95,222.96
DQN_w06,22,car_flow_through.1,truck,28.80,69.80,41.00,0.00,15.65,215.71
DQN_w06,22,car_flow_turn.7,truck,40.60,71.60,31.00,0.00,14.89,283.86
DQN_w06,22,car_flow_north_E#18.11,car,48.00,71.80,23.80,0.00,8.09,222.96
DQN_w06,22,car_flow_south_E#18.3,car,41.80,73.40,31.60,9.40,17.36,232.83
DQN_w06,22,car_flow_turn_E#15.4,car,37.00,73.60,36.60,0.00,12.75,223.71
DQN_w06,22,car_flow_south_E#18.4,car,42.00,74.60,32.60,5.00,18.55,232.83
DQN_w06,22,car_flow_South_Right.0,car,0.20,75.60,75.40,18.80,31.48,700.86
DQN_w06,22,car_flow_E#10.0,car,16.20,76.00,59.80,0.60,14.26,888.90
DQN_w06,22,car_flow_turn_E#13.1,car,23.00,76.00,53.00,18.00,31.88,214.25
DQN_w06,22,car_flow_WEST_E#6.5,car,25.40,78.40,53.00,15.00,31.10,214.25
DQN_w06,22,car_flow_turn_E#13.2,car,30.40,80.40,50.00,13.20,30.57,214.25
DQN_w06,22,car_flow_south_E#15.0,car,16.00,80.80,64.80,0.00,10.81,795.72
DQN_w06,22,car_flow_turn_E#10.4,car,20.60,82.60,62.00,0.00,14.47,888.41
DQN_w06,22,car_flow_turn_E#15.5,car,44.00,83.00,39.00,1.60,16.21,223.71
DQN_w06,22,car_flow_north_E#18.12,car,52.60,83.00,30.40,2.80,14.23,222.96
DQN_w06,22,car_flow_north_E#18.13,car,55.60,85.00,29.40,0.00,13.63,222.96
DQN_w06,22,car_flow_through.2,car,46.40,85.20,38.80,0.00,16.75,223.71
DQN_w06,22,car_flow_turn_E#10.3,truck,17.40,86.00,68.60,0.00,19.11,880.41
DQN_w06,22,car_flow_turn_E#10.2,car,13.80,87.00,73.20,9.80,19.24,888.41
DQN_w06,22,car_flow_through.3,car,48.60,87.40,38.80,0.00,16.77,223.71
DQN_w06,22,car_flow_turn.8,car,55.40,88.80,33.40,0.00,11.98,291.86
DQN_w06,22,car_flow_north_E#18.14,car,60.00,88.80,28.80,0.00,10.98,222.96
DQN_w06,22,car_flow_turn_E#15.6,truck,52.00,90.40,38.40,0.00,14.34,215.71
DQN_w06,22,car_flow_north_E#18.15,car,64.40,91.60,27.20,0.00,10.03,222.96
DQN_w06,22,car_flow_south_left.3,car,63.40,92.40,29.00,0.00,7.31,541.79
DQN_w06,22,car_flow_south_E#15.2,car,39.20,93.60,54.40,0.00,13.23,795.72
DQN_w06,22,car_flow_through.4,car,57.80,93.80,36.00,0.00,14.01,223.71
DQN_w06,22,car_flow_north_E#18.16,car,66.60,93.80,27.20,0.00,10.47,222.96
DQN_w06,22,car_flow_turn.9,truck,63.60,94.80,31.20,0.00,13.87,283.86
DQN_w06,22,car_flow_south_left.4,car,66.00,95.20,29.20,0.00,7.12,541.79
DQN_w06,22,car_flow_north_E#18.17,car,69.00,96.60,27.60,0.00,9.76,222.96
DQN_w06,22,car_flow_through.5,car,60.00,97.80,37.80,0.00,11.98,223.71
DQN_w06,22,car_flow_north_E#18.18,car,71.80,99.00,27.20,0.00,9.36,222.96
DQN_w06,22,car_flow_south_E#15.1,car,37.00,99.40,62.40,0.00,12.58,795.72
DQN_w06,33,car_flow_WEST_E#6.0,truck,1.80,31.00,29.20,0.00,7.75,206.25
DQN_w06,33,car_flow_WEST_E#6.1,car,7.40,34.40,27.00,0.00,7.93,214.25
DQN_w06,33,car_flow_north_E#18.0,car,4.20,36.40,32.20,6.40,15.97,222.96
DQN_w06,33,car_flow_north_E#18.1,car,7.20,38.40,31.20,1.40,15.05,222.96
DQN_w06,33,car_flow_turn_E#15.0,truck,0.00,38.80,38.80,3.20,16.27,215.71
DQN_w06,33,car_flow_turn.0,truck,5.00,39.00,34.00,0.00,15.58,283.86
DQN_w06,33,car_flow_south_left.0,car,11.60,41.40,29.80,0.00,6.16,541.79
DQN_w06,33,car_flow_north_E#18.2,car,14.80,42.00,27.20,0.00,11.74,222.96
DQN_w06,33,car_flow_through.0,car,8.20,45.20,37.00,0.00,11.78,223.71
DQN_w06,33,car_flow_WEST_E#6.2,car,12.40,47.00,34.60,6.20,16.37,214.25
DQN_w06,33,car_flow_south_left.1,car,19.80,48.60,28.80,0.00,7.10,541.79
DQN_w06,33,car_flow_turn_E#15.1,car,10.60,51.40,40.80,4.20,18.92,223.71
DQN_w06,33,car_flow_through.1,car,13.00,55.40,42.40,1.20,16.94,223.71
DQN_w06,33,car_flow_north_E#18.3,car,24.80,55.40,30.60,0.00,12.03,222.96
DQN_w06,33,car_flow_turn.1,car,22.20,57.20,35.00,0.00,16.73,291.86
DQN_w06,33,car_flow_turn_E#15.2,car,15.20,57.60,42.40,0.00,19.31,223.71
DQN_w06,33,car_flow_north_E#18.4,car,33.00,58.00,25.00,0.00,9.34,222.96
DQN_w06,33,car_flow_turn_E#15.3,car,17.40,59.60,42.20,0.00,19.53,223.71
DQN_w06,33,car_flow_south_E#15.0,car,2.00,61.80,59.80,0.00,4.44,795.72
DQN_w06,33,car_flow_north_E#18.5,car,35.40,61.80,26.40,0.00,7.95,222.96
DQN_w06,33,car_flow_through.2,car,19.80,63.00,43.20,0.00,16.65,223.71
DQN_w06,33,car_flow_E#10.0,car,8.80,63.80,55.00,0.00,6.36,888.90
DQN_w06,33,car_flow_South_Right.0,car,4.80,64.60,59.80,1.20,13.73,700.86
DQN_w06,33,car_flow_through.3,truck,25.60,65.20,39.60,0.00,15.47,215.71
DQN_w06,33,car_flow_turn_E#13.0,truck,16.00,69.40,53.40,17.60,32.58,206.25
DQN_w06,33,car_flow_turn_E#10.0,car,7.00,70.60,63.60,0.00,5.52,888.41
DQN_w06,33,car_flow_turn.2,car,29.00,72.60,43.60,8.20,28.18,291.86
DQN_w06,33,car_flow_turn_E#13.1,car,19.20,72.80,53.60,14.80,34.55,214.25
DQN_w06,33,car_flow_south_E#15.1,truck,11.60,73.40,61.80,0.00,12.91,787.72
DQN_w06,33,car_flow_south_E#18.0,bus,10.60,74.20,63.60,32.20,50.76,224.83
DQN_w06,33,car_flow_turn.3,car,31.20,74.80,43.60,4.60,27.40,291.86
DQN_w06,33,car_flow_south_E#18.1,car,32.80,75.60,42.80,11.40,27.87,232.83
DQN_w06,33,car_flow_north_E#18.6,car,42.60,76.00,33.40,10.00,17.06,222.96
DQN_w06,33,car_flow_turn.4,car,33.40,76.40,43.00,2.80,25.08,291.86
DQN_w06,33,car_flow_south_E#18.2,car,37.80,76.80,39.00,7.60,25.22,232.83
DQN_w06,33,car_flow_south_E#15.2,car,17.00,77.00,60.00,0.00,10.33,795.72
DQN_w06,33,car_flow_turn_E#13.2,car,25.60,77.00,51.40,12.00,26.64,214.25
DQN_w06,33,car_flow_south_left.2,car,49.00,77.60,28.60,0.00,6.80,541.79
DQN_w06,33,car_flow_south_E#18.3,car,38.00,77.80,39.80,6.20,26.66,232.83
DQN_w06,33,car_flow_north_E#18.7,car,44.80,78.00,33.20,5.00,17.36,222.96
DQN_w06,33,car_flow_E#10.1,car,15.60,79.00,63.40,4.80,16.82,888.90
DQN_w06,33,car_flow_WEST_E#6.3,car,27.80,79.00,51.20,10.40,31.02,214.25
DQN_w06,33,car_flow_turn_E#10.2,car,11.80,81.20,69.40,3.80,15.63,888.41
DQN_w06,33,car_flow_turn_E#10.1,car,9.40,81.60,72.20,7.80,17.63,888.41
DQN_w06,33,car_flow_turn_E#10.4,car,20.00,82.60,62.60,0.00,14.31,888.41
DQN_w06,33,car_flow_turn_E#13.3,car,30.00,82.60,52.60,8.80,26.45,214.25
DQN_w06,33,car_flow_south_E#18.4,car,51.00,82.60,31.60,2.60,19.54,232.83
DQN_w06,33,car_flow_south_left.3,car,54.00,82.60,28.60,0.00,7.13,541.79
DQN_w06,33,car_flow_turn_E#10.3,car,17.80,83.00,65.20,0.00,17.49,888.41
DQN_w06,33,car_flow_South_Right.1,car,18.00,83.20,65.20,3.40,15.47,700.86
DQN_w06,33,car_flow_south_E#15.4,car,21.80,84.20,62.40,0.00,22.56,795.72
DQN_w06,33,car_flow_South_Right.2,car,23.20,84.60,61.40,0.00,12.13,700.86
DQN_w06,33,car_flow_WEST_E#6.4,car,32.40,84.60,52.20,7.20,32.40,214.25
DQN_w06,33,car_flow_south_E#18.5,car,64.80,84.60,19.80,0.00,8.06,232.83
DQN_w06,33,car_flow_south_E#15.3,car,19.40,85.40,66.00,2.20,15.22,795.72
DQN_w06,33,car_flow_WEST_E#6.5,car,44.40,86.60,42.20,0.00,22.30,214.25
DQN_w06,33,car_flow_turn.5,truck,36.80,87.00,50.20,3.20,33.31,283.86
DQN_w06,33,car_flow_south_E#15.6,car,40.40,87.60,47.20,0.00,6.32,795.72
DQN_w06,33,car_flow_south_left.4,car,57.20,87.60,30.40,0.00,6.23,541.79
DQN_w06,33,car_flow_turn.6,truck,41.80,88.60,46.80,0.00,30.72,283.86
DQN_w06,33,car_flow_south_E#15.5,bus,29.20,89.00,59.80,0.00,11.91,787.72
DQN_w06,33,car_flow_turn_E#13.4,car,48.40,89.00,40.60,0.00,19.18,214.25
DQN_w06,33,car_flow_north_E#18.8,car,58.00,89.00,31.00,0.00,12.11,222.96
DQN_w06,33,car_flow_south_left.5,car,59.40,89.00,29.60,0.00,7.92,541.79
DQN_w06,33,car_flow_north_E#18.9,car,62.40,90.80,28.40,0.00,13.30,222.96
DQN_w06,33,car_flow_WEST_E#6.6,car,50.60,91.80,41.20,0.00,18.24,214.25
DQN_w06,33,car_flow_through.4,truck,46.60,93.80,47.20,0.00,24.89,215.71
DQN_w06,33,car_flow_south_left.6,car,63.80,94.60,30.80,0.00,5.70,541.79
DQN_w06,33,car_flow_South_Right.3,car,33.80,95.00,61.20,4.40,18.17,700.86
DQN_w06,33,car_flow_south_left.7,car,66.20,95.80,29.60,0.00,11.22,541.79
DQN_w06,33,car_flow_through.5,car,50.00,97.60,47.60,0.00,24.27,223.71
DQN_w06,33,car_flow_turn_E#10.6,car,41.40,98.60,57.20,0.00,7.29,888.41
DQN_w06,33,car_flow_south_E#18.6,car,65.20,99.20,34.00,9.40,22.43,232.83
DQN_w07,11,car_flow_north_E#18.0,truck,0.40,25.40,25.00,0.00,8.41,214.96
DQN_w07,11,car_flow_turn.0,car,2.40,26.80,24.40,0.00,5.41,291.86
DQN_w07,11,car_flow_turn_E#15.0,car,0.00,30.20,30.20,0.00,3.56,223.71
DQN_w07,11,car_flow_north_E#18.1,car,8.60,33.00,24.40,0.00,4.15,222.96
DQN_w07,11,car_flow_north_E#18.2,car,10.80,34.80,24.00,0.00,5.77,222.96
DQN_w07,11,car_flow_turn_E#15.1,car,9.00,38.00,29.00,0.00,3.55,223.71
DQN_w07,11,car_flow_north_E#18.3,truck,14.20,39.40,25.20,0.00,8.50,214.96
DQN_w07,11,car_flow_turn_E#15.2,car,12.60,41.20,28.60,0.00,3.99,223.71
DQN_w07,11,car_flow_turn_E#15.3,car,17.00,46.60,29.60,0.00,3.71,223.71
DQN_w07,11,car_flow_south_left.0,car,17.20,46.80,29.60,0.00,7.06,541.79
DQN_w07,11,car_flow_north_E#18.4,car,22.60,46.80,24.20,0.00,6.64,222.96
DQN_w07,11,car_flow_WEST_E#6.0,car,0.00,48.80,48.80,19.80,28.66,214.25
DQN_w07,11,car_flow_south_left.1,car,19.40,49.00,29.60,0.00,7.17,541.79
DQN_w07,11,car_flow_turn_E#13.0,car,2.40,51.40,49.00,13.80,26.09,214.25
DQN_w07,11,car_flow_south_left.2,car,21.80,53.20,31.40,0.00,6.29,541.79
DQN_w07,11,car_flow_WEST_E#6.1,car,4.80,53.80,49.00,11.60,25.55,214.25
DQN_w07,11,car_flow_south_E#15.1,car,6.20,54.60,48.40,0.00,6.23,795.72
DQN_w07,11,car_flow_turn.1,car,28.80,55.80,27.00,0.00,8.64,291.86
DQN_w07,11,car_flow_south_E#15.0,car,3.80,56.00,52.20,0.00,5.79,795.72
DQN_w07,11,car_flow_turn_E#13.1,car,7.00,56.20,49.20,9.80,26.25,214.25
DQN_w07,11,car_flow_turn_E#15.4,car,22.80,58.60,35.80,4.80,10.39,223.71
DQN_w07,11,car_flow_north_E#18.5,car,29.40,58.80,29.40,0.00,11.01,222.96
DQN_w07,11,car_flow_South_Right.0,car,7.80,60.40,52.60,0.00,9.44,700.86
DQN_w07,11,car_flow_south_left.3,car,29.00,60.40,31.40,0.00,5.76,541.79
DQN_w07,11,car_flow_turn_E#15.5,car,25.00,61.40,36.40,0.00,9.91,223.71
DQN_w07,11,car_flow_south_left.4,car,32.00,62.00,30.00,0.00,8.54,541.79
DQN_w07,11,car_flow_turn_E#15.6,truck,32.40,63.40,31.00,0.00,8.25,215.71
DQN_w07,11,car_flow_south_left.5,car,34.20,63.40,29.20,0.00,8.31,541.79
DQN_w07,11,car_flow_through.0,car,35.60,67.80,32.20,0.00,7.16,223.71
DQN_w07,11,car_flow_north_E#18.6,car,41.80,67.80,26.00,0.00,6.83,222.96
DQN_w07,11,car_flow_E#10.0,car,1.60,68.00,66.40,4.40,16.69,888.90
DQN_w07,11,car_flow_south_left.6,car,38.80,68.80,30.00,0.00,9.68,541.79
DQN_w07,11,car_flow_E#10.2,car,12.80,69.20,56.40,0.00,7.54,888.90
DQN_w07,11,car_flow_South_Right.1,car,14.20,70.00,55.80,1.60,14.85,700.86
DQN_w07,11,car_flow_through.1,car,37.80,70.20,32.40,0.00,7.29,223.71
DQN_w07,11,car_flow_turn_E#15.7,car,40.20,72.40,32.20,0.00,8.71,223.71
DQN_w07,11,car_flow_turn.2,car,44.80,73.20,28.40,0.00,11.93,291.86
DQN_w07,11,car_flow_turn_E#6.0,car,4.80,74.00,69.20,15.60,26.09,873.09
