model,seed,vehicle_id,vClass,depart_time,arrival_time,duration_s,waiting_time_s,time_loss_s,route_length_m
DQN_w10,33,car_flow_South_Right.1,car,18.00,84.40,66.40,4.60,16.69,700.86
DQN_w10,33,car_flow_turn_E#10.3,car,17.80,85.00,67.20,2.00,19.55,888.41
DQN_w10,33,car_flow_turn_E#13.2,car,25.60,85.60,60.00,9.40,35.18,214.25
DQN_w10,33,car_flow_turn.5,truck,36.40,87.20,50.80,2.20,33.78,283.86
DQN_w10,33,car_flow_WEST_E#6.3,car,27.80,87.60,59.80,6.60,39.65,214.25
DQN_w10,33,car_flow_north_E#18.6,car,40.40,87.60,47.20,1.40,30.83,222.96
DQN_w10,33,car_flow_south_left.4,car,57.20,87.60,30.40,0.00,6.23,541.79
DQN_w10,33,car_flow_turn.6,truck,41.40,88.60,47.20,0.00,31.21,283.86
DQN_w10,33,car_flow_south_left.5,car,59.40,89.00,29.60,0.00,7.92,541.79
DQN_w10,33,car_flow_turn_E#10.2,car,11.80,89.60,77.80,4.40,24.06,888.41
DQN_w10,33,car_flow_north_E#18.7,car,44.20,89.60,45.40,0.00,29.51,222.96
DQN_w10,33,car_flow_turn_E#13.3,car,30.00,91.00,61.00,5.00,34.96,214.25
DQN_w10,33,car_flow_WEST_E#6.4,car,32.20,93.00,60.80,3.60,41.08,214.25
DQN_w10,33,car_flow_south_left.6,car,63.80,94.60,30.80,0.00,5.70,541.79
DQN_w10,33,car_flow_north_E#18.8,car,60.00,95.00,35.00,0.00,16.03,222.96
DQN_w10,33,car_flow_through.4,truck,46.40,95.20,48.80,0.00,26.36,215.71
DQN_w10,33,car_flow_south_left.7,car,66.20,95.80,29.60,0.00,11.22,541.79
DQN_w10,33,car_flow_turn_E#10.4,car,20.00,96.20,76.20,3.80,27.75,888.41
DQN_w10,33,car_flow_north_E#18.9,car,67.80,96.80,29.00,0.00,14.01,222.96
DQN_w10,33,car_flow_through.5,car,49.60,98.80,49.20,0.00,25.87,223.71
DQN_w11,11,car_flow_north_E#18.0,truck,0.40,25.40,25.00,0.00,8.41,214.96
DQN_w11,11,car_flow_turn.0,car,2.40,26.80,24.40,0.00,5.41,291.86
DQN_w11,11,car_flow_turn_E#15.0,car,0.00,30.20,30.20,0.00,3.56,223.71
DQN_w11,11,car_flow_north_E#18.1,car,8.60,33.00,24.40,0.00,4.15,222.96
DQN_w11,11,car_flow_north_E#18.2,car,10.80,34.80,24.00,0.00,5.77,222.96
DQN_w11,11,car_flow_turn_E#15.1,car,9.00,38.00,29.00,0.00,3.55,223.71
DQN_w11,11,car_flow_north_E#18.3,truck,14.20,39.40,25.20,0.00,8.50,214.96
DQN_w11,11,car_flow_turn_E#15.2,car,12.60,41.20,28.60,0.00,3.98,223.71
DQN_w11,11,car_flow_turn_E#15.3,car,17.00,46.60,29.60,0.00,3.73,223.71
DQN_w11,11,car_flow_south_left.0,car,17.20,46.80,29.60,0.00,7.06,541.79
DQN_w11,11,car_flow_north_E#18.4,car,22.60,46.80,24.20,0.00,6.64,222.96
DQN_w11,11,car_flow_south_left.1,car,19.40,49.00,29.60,0.00,7.17,541.79
DQN_w11,11,car_flow_turn_E#15.4,car,22.80,51.60,28.80,0.00,3.52,223.71
DQN_w11,11,car_flow_turn.1,car,28.80,52.40,23.60,0.00,5.23,291.86
DQN_w11,11,car_flow_south_E#18.0,car,31.60,52.60,21.00,0.00,9.19,232.83
DQN_w11,11,car_flow_south_left.2,car,21.80,53.20,31.40,0.00,6.29,541.79
DQN_w11,11,car_flow_north_E#18.5,car,29.40,53.80,24.40,0.00,5.90,222.96
DQN_w11,11,car_flow_south_E#15.1,car,6.20,54.60,48.40,0.00,6.25,795.72
DQN_w11,11,car_flow_turn_E#15.5,car,25.00,55.20,30.20,0.00,3.87,223.71
DQN_w11,11,car_flow_south_E#15.0,car,3.80,56.00,52.20,0.00,5.77,795.72
DQN_w11,11,car_flow_south_left.3,car,29.00,60.40,31.40,0.00,5.76,541.79
DQN_w11,11,car_flow_turn_E#15.6,truck,32.40,61.80,29.40,0.00,6.61,215.71
DQN_w11,11,car_flow_south_left.4,car,32.00,62.00,30.00,0.00,8.54,541.79
DQN_w11,11,car_flow_south_left.5,car,34.20,63.40,29.20,0.00,8.31,541.79
DQN_w11,11,car_flow_north_E#18.6,car,41.40,65.20,23.80,0.00,4.81,222.96
DQN_w11,11,car_flow_through.0,car,35.60,66.60,31.00,0.00,6.00,223.71
DQN_w11,11,car_flow_South_Right.0,car,7.80,68.60,60.80,5.20,17.71,700.86
DQN_w11,11,car_flow_south_left.6,car,38.80,68.80,30.00,0.00,9.68,541.79
DQN_w11,11,car_flow_through.1,car,37.80,69.20,31.40,0.00,6.29,223.71
DQN_w11,11,car_flow_turn.2,car,44.60,69.20,24.60,0.00,7.93,291.86
DQN_w11,11,car_flow_turn_E#15.7,car,40.00,71.20,31.20,0.00,7.83,223.71
DQN_w11,11,car_flow_turn_E#15.8,car,42.40,73.20,30.80,0.00,10.73,223.71
DQN_w11,11,car_flow_north_E#18.7,truck,49.60,74.80,25.20,0.00,8.39,214.96
DQN_w11,11,car_flow_turn_E#6.0,car,4.80,75.20,70.40,16.60,27.12,873.09
DQN_w11,11,car_flow_south_left.7,car,43.20,75.40,32.20,0.00,5.97,541.79
DQN_w11,11,car_flow_south_E#15.2,bus,19.20,76.60,57.40,0.00,9.38,787.72
DQN_w11,11,car_flow_south_left.8,car,45.40,76.60,31.20,0.00,9.58,541.79
DQN_w11,11,car_flow_through.2,truck,48.00,77.20,29.20,0.00,6.47,215.71
DQN_w11,11,car_flow_South_Right.1,car,14.20,77.40,63.20,5.20,22.29,700.86
DQN_w11,11,car_flow_E#10.0,car,1.60,77.60,76.00,14.40,26.45,888.90
DQN_w11,11,car_flow_E#10.2,car,12.80,78.00,65.20,3.20,16.27,888.90
DQN_w11,11,car_flow_South_Right.2,car,21.60,79.00,57.40,0.00,13.00,700.86
DQN_w11,11,car_flow_E#10.3,car,15.00,79.60,64.60,0.00,7.34,888.90
DQN_w11,11,car_flow_E#10.1,car,8.40,79.80,71.40,0.00,7.86,888.90
DQN_w11,11,car_flow_South_Right.3,car,26.00,80.60,54.60,0.00,14.53,700.86
DQN_w11,11,car_flow_WEST_E#6.0,car,0.00,80.80,80.80,53.20,60.80,214.25
DQN_w11,11,car_flow_south_E#15.3,car,25.00,82.80,57.80,0.00,5.71,795.72
DQN_w11,11,car_flow_turn.3,car,51.20,83.00,31.80,5.00,11.88,291.86
DQN_w11,11,car_flow_turn_E#13.0,car,2.40,84.20,81.80,47.20,58.93,214.25
DQN_w11,11,car_flow_turn.4,car,53.40,84.20,30.80,0.40,12.80,291.86
DQN_w11,11,car_flow_south_E#15.5,car,32.60,84.40,51.80,0.00,5.93,795.72
DQN_w11,11,car_flow_south_E#15.4,car,27.20,85.00,57.80,0.00,5.54,795.72
DQN_w11,11,car_flow_south_E#15.7,car,37.00,85.80,48.80,0.00,6.83,795.72
DQN_w11,11,car_flow_WEST_E#6.1,car,4.80,86.80,82.00,45.00,58.34,214.25
DQN_w11,11,car_flow_turn_E#13.1,car,7.00,89.00,82.00,43.20,59.13,214.25
DQN_w11,11,car_flow_south_E#15.6,car,34.80,90.00,55.20,0.00,5.09,795.72
DQN_w11,11,car_flow_south_left.9,truck,53.20,90.00,36.80,0.00,12.63,533.79
DQN_w11,11,car_flow_south_left.10,car,58.40,91.40,33.00,0.00,9.21,541.79
DQN_w11,11,car_flow_south_E#15.10,car,46.00,92.20,46.20,0.00,6.55,795.72
DQN_w11,11,car_flow_north_E#18.8,car,69.00,92.60,23.60,0.00,6.94,222.96
DQN_w11,11,car_flow_turn_E#15.9,car,59.60,94.40,34.80,0.00,4.78,223.71
DQN_w11,11,car_flow_south_E#15.8,car,39.20,96.60,57.40,0.00,5.09,795.72
DQN_w11,11,car_flow_turn_E#15.10,car,61.80,96.80,35.00,0.00,7.27,223.71
DQN_w11,11,car_flow_south_E#18.1,truck,59.40,98.60,39.20,7.20,26.09,224.83
DQN_w11,11,car_flow_WEST_E#6.2,car,12.40,98.80,86.40,45.00,64.79,214.25
DQN_w11,11,car_flow_south_left.11,car,68.80,99.80,31.00,0.00,6.06,541.79
DQN_w11,22,car_flow_south_E#18.0,car,0.20,19.20,19.00,0.00,5.79,232.83
DQN_w11,22,car_flow_north_E#18.0,car,3.80,25.80,22.00,0.00,4.32,222.96
DQN_w11,22,car_flow_WEST_E#6.0,car,0.40,26.80,26.40,0.00,4.50,214.25
DQN_w11,22,car_flow_turn.0,truck,0.40,28.60,28.20,0.00,9.92,283.86
DQN_w11,22,car_flow_turn.1,car,6.00,31.00,25.00,0.00,8.07,291.86
DQN_w11,22,car_flow_north_E#18.1,car,11.60,31.80,20.20,0.00,4.66,222.96
DQN_w11,22,car_flow_north_E#18.2,car,13.80,34.80,21.00,0.00,5.29,222.96
DQN_w11,22,car_flow_through.0,car,3.80,35.00,31.20,0.00,6.00,223.71
DQN_w11,22,car_flow_turn.2,car,10.40,35.40,25.00,0.00,6.20,291.86
DQN_w11,22,car_flow_turn_E#15.0,car,8.20,37.60,29.40,0.00,6.34,223.71
DQN_w11,22,car_flow_turn.3,car,14.80,39.20,24.40,0.00,6.98,291.86
DQN_w11,22,car_flow_south_left.0,truck,4.20,39.60,35.40,0.00,14.34,533.79
DQN_w11,22,car_flow_turn.4,car,17.00,41.40,24.40,0.00,6.87,291.86
DQN_w11,22,car_flow_turn_E#15.1,car,12.60,43.40,30.80,0.00,4.66,223.71
DQN_w11,22,car_flow_turn.5,car,21.40,45.40,24.00,0.00,6.25,291.86
DQN_w11,22,car_flow_north_E#18.3,truck,19.40,45.40,26.00,0.00,8.46,214.96
DQN_w11,22,car_flow_turn_E#15.2,car,19.20,46.20,27.00,0.00,6.48,223.71
DQN_w11,22,car_flow_north_E#18.4,car,22.80,47.40,24.60,0.00,7.10,222.96
DQN_w11,22,car_flow_turn_E#15.3,car,26.00,52.20,26.20,0.00,4.13,223.71
DQN_w11,22,car_flow_north_E#18.5,car,25.20,53.00,27.80,0.00,4.39,222.96
DQN_w11,22,car_flow_north_E#18.6,car,27.60,54.40,26.80,0.00,8.93,222.96
DQN_w11,22,car_flow_south_left.1,car,25.60,55.00,29.40,0.00,9.45,541.79
DQN_w11,22,car_flow_north_E#18.7,car,30.00,55.80,25.80,0.00,8.96,222.96
DQN_w11,22,car_flow_turn_E#13.0,truck,4.00,56.60,52.60,20.40,31.46,206.25
DQN_w11,22,car_flow_south_E#18.1,truck,2.00,57.80,55.80,26.20,43.08,224.83
DQN_w11,22,car_flow_south_left.2,car,27.80,58.20,30.40,0.00,6.75,541.79
DQN_w11,22,car_flow_South_Right.0,car,0.20,59.00,58.80,2.40,15.00,700.86
DQN_w11,22,car_flow_WEST_E#6.1,truck,8.80,60.20,51.40,13.80,31.30,206.25
DQN_w11,22,car_flow_turn.6,car,35.20,63.20,28.00,0.00,7.97,291.86
DQN_w11,22,car_flow_through.1,truck,29.40,65.80,36.40,0.00,11.28,215.71
DQN_w11,22,car_flow_north_E#18.8,car,32.40,65.80,33.40,3.00,14.19,222.96
DQN_w11,22,car_flow_north_E#18.9,car,34.80,67.40,32.60,0.00,15.74,222.96
DQN_w11,22,car_flow_turn.7,truck,40.80,68.20,27.40,0.00,11.33,283.86
DQN_w11,22,car_flow_turn_E#15.4,car,37.40,69.60,32.20,0.00,8.40,223.71
DQN_w11,22,car_flow_north_E#18.10,car,45.60,69.80,24.20,0.00,8.67,222.96
DQN_w11,22,car_flow_north_E#18.11,car,48.00,72.20,24.20,0.00,8.56,222.96
DQN_w11,22,car_flow_south_E#18.2,car,18.20,73.80,55.60,23.80,42.54,232.83
DQN_w11,22,car_flow_turn_E#15.5,car,44.40,73.80,29.40,0.00,6.45,223.71
DQN_w11,22,car_flow_south_E#15.0,car,16.00,74.40,58.40,0.00,4.45,795.72
DQN_w11,22,car_flow_south_E#18.3,car,41.60,75.00,33.40,7.40,19.37,232.83
DQN_w11,22,car_flow_WEST_E#6.2,car,12.00,76.20,64.20,22.80,43.45,214.25
DQN_w11,22,car_flow_WEST_E#6.3,car,18.40,78.60,60.20,16.20,38.67,214.25
DQN_w11,22,car_flow_north_E#18.12,car,52.40,81.00,28.60,2.40,12.53,222.96
DQN_w11,22,car_flow_through.2,car,46.80,81.60,34.80,3.40,12.72,223.71
DQN_w11,22,car_flow_north_E#18.13,car,55.00,83.00,28.00,0.00,12.26,222.96
DQN_w11,22,car_flow_through.3,car,49.00,83.80,34.80,0.00,12.81,223.71
DQN_w11,22,car_flow_turn.8,car,55.80,85.40,29.60,0.00,8.36,291.86
DQN_w11,22,car_flow_turn_E#6.0,car,23.60,86.40,62.80,4.60,13.92,873.09
DQN_w11,22,car_flow_north_E#18.14,car,59.40,87.00,27.60,0.00,9.84,222.96
DQN_w11,22,car_flow_turn_E#15.6,truck,52.40,87.20,34.80,0.00,10.67,215.71
DQN_w11,22,car_flow_north_E#18.15,car,63.80,90.00,26.20,0.00,8.87,222.96
DQN_w11,22,car_flow_through.4,car,58.00,90.60,32.60,0.00,10.64,223.71
DQN_w11,22,car_flow_north_E#18.16,car,66.00,92.20,26.20,0.00,9.39,222.96
DQN_w11,22,car_flow_turn.9,truck,63.80,92.40,28.60,0.00,11.16,283.86
DQN_w11,22,car_flow_south_left.3,car,63.40,92.40,29.00,0.00,7.31,541.79
DQN_w11,22,car_flow_turn_E#10.1,car,11.60,92.60,81.00,16.80,32.67,888.41
DQN_w11,22,car_flow_turn_E#10.0,car,6.00,93.00,87.00,22.20,37.55,888.41
DQN_w11,22,car_flow_south_E#15.2,car,39.20,94.40,55.20,0.00,14.12,795.72
DQN_w11,22,car_flow_through.5,car,60.40,94.60,34.20,0.00,8.44,223.71
DQN_w11,22,car_flow_north_E#18.17,car,68.40,94.80,26.40,0.00,8.73,222.96
DQN_w11,22,car_flow_south_left.4,car,66.00,95.20,29.20,0.00,7.12,541.79
DQN_w11,22,car_flow_north_E#18.18,car,70.80,97.20,26.40,0.00,8.63,222.96
DQN_w11,22,car_flow_turn_E#15.7,car,67.00,97.40,30.40,0.00,7.46,223.71
DQN_w11,22,car_flow_south_E#18.4,car,42.40,97.80,55.40,24.00,41.33,232.83
DQN_w11,22,car_flow_south_E#18.5,car,44.20,99.00,54.80,19.40,42.80,232.83
DQN_w11,22,car_flow_WEST_E#6.4,car,20.60,99.60,79.00,30.80,59.20,214.25
DQN_w11,33,car_flow_north_E#18.0,car,4.20,26.40,22.20,0.00,5.88,222.96
DQN_w11,33,car_flow_north_E#18.1,car,7.20,28.80,21.60,0.00,5.41,222.96
DQN_w11,33,car_flow_turn_E#15.0,truck,0.00,29.60,29.60,0.00,6.93,215.71
DQN_w11,33,car_flow_turn.0,truck,5.00,33.20,28.20,0.00,9.66,283.86
DQN_w11,33,car_flow_north_E#18.2,car,14.80,37.20,22.40,0.00,6.97,222.96
DQN_w11,33,car_flow_through.0,car,8.20,39.40,31.20,0.00,6.05,223.71
DQN_w11,33,car_flow_turn_E#15.1,car,10.60,41.40,30.80,0.00,8.91,223.71
DQN_w11,33,car_flow_south_left.0,car,11.60,41.40,29.80,0.00,6.16,541.79
DQN_w11,33,car_flow_through.1,car,13.00,44.60,31.60,0.00,6.02,223.71
DQN_w11,33,car_flow_turn_E#15.2,car,15.20,46.80,31.60,0.00,8.45,223.71
DQN_w11,33,car_flow_north_E#18.3,car,23.60,47.20,23.60,0.00,5.00,222.96
DQN_w11,33,car_flow_turn.1,car,21.80,47.40,25.60,0.00,7.27,291.86
DQN_w11,33,car_flow_south_left.1,car,19.80,48.60,28.80,0.00,7.10,541.79
DQN_w11,33,car_flow_turn_E#15.3,car,17.40,48.80,31.40,0.00,8.75,223.71
DQN_w11,33,car_flow_through.2,car,19.60,52.40,32.80,0.00,6.30,223.71
DQN_w11,33,car_flow_turn.2,car,28.40,52.60,24.20,0.00,8.60,291.86
DQN_w11,33,car_flow_north_E#18.4,car,30.80,53.40,22.60,0.00,6.88,222.96
DQN_w11,33,car_flow_turn.3,car,30.80,54.80,24.00,0.00,7.77,291.86
DQN_w11,33,car_flow_through.3,truck,25.20,55.80,30.60,0.00,6.52,215.71
DQN_w11,33,car_flow_north_E#18.5,car,33.00,57.40,24.40,0.00,5.86,222.96
DQN_w11,33,car_flow_South_Right.0,car,4.80,60.40,55.60,0.00,9.42,700.86
DQN_w11,33,car_flow_WEST_E#6.0,truck,1.80,60.60,58.80,26.60,37.43,206.25
DQN_w11,33,car_flow_south_E#15.0,car,2.00,61.60,59.60,0.00,4.42,795.72
DQN_w11,33,car_flow_south_E#18.0,bus,10.60,62.40,51.80,21.00,39.08,224.83
DQN_w11,33,car_flow_turn.4,car,33.00,63.40,30.40,2.00,12.51,291.86
DQN_w11,33,car_flow_WEST_E#6.1,car,7.40,64.00,56.60,21.80,37.61,214.25
DQN_w11,33,car_flow_WEST_E#6.2,car,12.40,66.00,53.60,17.80,35.29,214.25
DQN_w11,33,car_flow_turn.5,truck,36.40,66.20,29.80,0.00,12.83,283.86
DQN_w11,33,car_flow_south_E#18.1,car,30.60,67.20,36.60,4.00,21.44,232.83
DQN_w11,33,car_flow_south_E#15.4,car,21.40,68.00,46.60,0.00,6.75,795.72
DQN_w11,33,car_flow_south_E#18.2,car,35.20,68.20,33.00,0.00,19.24,232.83
DQN_w11,33,car_flow_north_E#18.6,car,40.00,68.60,28.60,1.00,12.36,222.96
DQN_w11,33,car_flow_south_E#15.1,truck,11.60,68.80,57.20,0.00,8.22,787.72
DQN_w11,33,car_flow_turn_E#13.0,truck,16.00,68.80,52.80,12.80,31.95,206.25
DQN_w11,33,car_flow_turn.6,truck,41.40,69.40,28.00,0.00,11.85,283.86
DQN_w11,33,car_flow_north_E#18.7,car,44.20,70.60,26.40,0.00,10.47,222.96
DQN_w11,33,car_flow_turn_E#13.1,car,19.20,72.20,53.00,10.80,33.91,214.25
DQN_w11,33,car_flow_south_E#15.2,car,17.00,72.60,55.60,0.00,5.81,795.72
DQN_w11,33,car_flow_south_E#15.3,car,19.20,75.60,56.40,0.00,5.65,795.72
DQN_w11,33,car_flow_through.4,truck,46.40,76.00,29.60,0.00,7.19,215.71
DQN_w11,33,car_flow_South_Right.1,car,18.00,76.80,58.80,0.00,9.14,700.86
DQN_w11,33,car_flow_E#10.0,car,8.80,77.60,68.80,7.40,20.13,888.90
DQN_w11,33,car_flow_south_left.2,car,49.00,77.60,28.60,0.00,6.80,541.79
DQN_w11,33,car_flow_through.5,car,49.60,80.00,30.40,0.00,7.04,223.71
DQN_w11,33,car_flow_South_Right.2,car,23.20,81.60,58.40,0.00,9.13,700.86
DQN_w11,33,car_flow_south_left.3,car,54.00,82.60,28.60,0.00,7.13,541.79
DQN_w11,33,car_flow_south_E#15.5,bus,27.00,84.40,57.40,0.00,9.45,787.72
DQN_w11,33,car_flow_south_E#15.6,car,37.80,86.00,48.20,0.00,7.34,795.72
DQN_w11,33,car_flow_turn.7,bus,56.40,86.80,30.40,0.00,13.15,283.86
DQN_w11,33,car_flow_through.6,car,52.00,87.20,35.20,3.00,11.68,223.71
DQN_w11,33,car_flow_north_E#18.8,car,58.00,87.60,29.60,4.60,10.74,222.96
DQN_w11,33,car_flow_south_left.4,car,57.20,87.60,30.40,0.00,6.23,541.79
DQN_w11,33,car_flow_south_left.5,car,59.40,89.00,29.60,0.00,7.92,541.79
DQN_w11,33,car_flow_north_E#18.9,car,62.60,89.40,26.80,0.00,11.73,222.96
DQN_w11,33,car_flow_South_Right.3,car,33.80,93.60,59.80,3.20,16.88,700.86
DQN_w11,33,car_flow_south_left.6,car,63.80,94.60,30.80,0.00,5.70,541.79
DQN_w11,33,car_flow_turn_E#15.4,car,59.80,94.80,35.00,0.00,6.47,223.71
DQN_w11,33,car_flow_south_left.7,car,66.20,95.80,29.60,0.00,11.22,541.79
DQN_w11,33,car_flow_turn_E#15.5,car,63.20,97.00,33.80,0.00,9.57,223.71
DQN_w11,33,car_flow_turn_E#15.6,car,67.20,99.20,32.00,0.00,6.47,223.71
DQN_w12,11,car_flow_north_E#18.0,truck,0.40,25.40,25.00,0.00,8.41,214.96
DQN_w12,11,car_flow_turn.0,car,2.40,26.80,24.40,0.00,5.41,291.86
DQN_w12,11,car_flow_turn_E#15.0,car,0.00,30.20,30.20,0.00,3.56,223.71
DQN_w12,11,car_flow_north_E#18.1,car,8.60,33.00,24.40,0.00,4.15,222.96
DQN_w12,11,car_flow_north_E#18.2,car,10.80,34.80,24.00,0.00,5.77,222.96
DQN_w12,11,car_flow_turn_E#15.1,car,9.00,38.00,29.00,0.00,3.55,223.71
DQN_w12,11,car_flow_north_E#18.3,truck,14.20,39.40,25.20,0.00,8.50,214.96
DQN_w12,11,car_flow_turn_E#15.2,car,12.60,41.20,28.60,0.00,3.98,223.71
DQN_w12,11,car_flow_turn_E#15.3,car,17.00,46.60,29.60,0.00,3.73,223.71
DQN_w12,11,car_flow_south_left.0,car,17.20,46.80,29.60,0.00,7.06,541.79
DQN_w12,11,car_flow_north_E#18.4,car,22.60,46.80,24.20,0.00,6.64,222.96
DQN_w12,11,car_flow_south_left.1,car,19.40,49.00,29.60,0.00,7.17,541.79
DQN_w12,11,car_flow_turn_E#15.4,car,22.80,51.60,28.80,0.00,3.51,223.71
DQN_w12,11,car_flow_south_E#18.0,car,31.60,52.60,21.00,0.00,9.19,232.83
DQN_w12,11,car_flow_south_left.2,car,21.80,53.20,31.40,0.00,6.29,541.79
DQN_w12,11,car_flow_north_E#18.5,car,29.40,53.80,24.40,0.00,5.90,222.96
DQN_w12,11,car_flow_south_E#15.1,car,6.20,54.60,48.40,0.00,6.25,795.72
DQN_w12,11,car_flow_turn_E#15.5,car,25.00,55.20,30.20,0.00,3.88,223.71
DQN_w12,11,car_flow_south_E#15.0,car,3.80,56.00,52.20,0.00,5.77,795.72
DQN_w12,11,car_flow_WEST_E#6.0,car,0.00,57.40,57.40,28.40,37.31,214.25
DQN_w12,11,car_flow_turn.1,car,28.80,57.40,28.60,2.20,10.29,291.86
DQN_w12,11,car_flow_turn_E#13.0,car,2.40,60.00,57.60,22.40,34.71,214.25
DQN_w12,11,car_flow_South_Right.0,car,7.80,60.40,52.60,0.00,9.45,700.86
DQN_w12,11,car_flow_south_left.3,car,29.00,60.40,31.40,0.00,5.76,541.79
DQN_w12,11,car_flow_south_left.4,car,32.00,62.00,30.00,0.00,8.54,541.79
DQN_w12,11,car_flow_south_left.5,car,34.20,63.40,29.20,0.00,8.31,541.79
DQN_w12,11,car_flow_turn_E#15.6,truck,32.40,63.80,31.40,0.00,8.48,215.71
DQN_w12,11,car_flow_through.0,car,35.60,68.40,32.80,0.00,7.75,223.71
DQN_w12,11,car_flow_south_left.6,car,38.80,68.80,30.00,0.00,9.68,541.79
DQN_w12,11,car_flow_north_E#18.6,car,41.40,69.60,28.20,0.00,9.24,222.96
DQN_w12,11,car_flow_through.1,car,37.80,70.80,33.00,0.00,7.98,223.71
DQN_w12,11,car_flow_turn_E#15.7,car,40.00,73.00,33.00,0.00,9.57,223.71
DQN_w12,11,car_flow_turn_E#15.8,car,42.40,75.00,32.60,0.00,12.46,223.71
DQN_w12,11,car_flow_turn_E#6.0,car,4.80,75.20,70.40,16.60,27.12,873.09
DQN_w12,11,car_flow_south_left.7,car,43.20,75.40,32.20,0.00,5.97,541.79
DQN_w12,11,car_flow_north_E#18.7,truck,50.40,75.60,25.20,0.00,8.39,214.96
DQN_w12,11,car_flow_E#10.2,car,12.80,76.20,63.40,0.80,14.44,888.90
DQN_w12,11,car_flow_E#10.0,car,1.60,76.40,74.80,9.80,25.18,888.90
DQN_w12,11,car_flow_south_E#15.2,bus,19.20,76.60,57.40,0.00,9.38,787.72
DQN_w12,11,car_flow_south_left.8,car,45.40,76.60,31.20,0.00,9.58,541.79
DQN_w12,11,car_flow_South_Right.1,car,14.20,78.40,64.20,9.80,23.11,700.86
DQN_w12,11,car_flow_turn.2,car,44.60,79.20,34.60,7.00,18.01,291.86
DQN_w12,11,car_flow_South_Right.2,car,21.60,79.80,58.20,0.00,13.80,700.86
DQN_w12,11,car_flow_WEST_E#6.1,car,4.80,80.20,75.40,36.80,51.87,214.25
DQN_w12,11,car_flow_South_Right.3,car,26.00,81.20,55.20,0.00,15.13,700.86
DQN_w12,11,car_flow_turn_E#13.1,car,7.00,82.60,75.60,32.00,52.54,214.25
DQN_w12,11,car_flow_south_E#15.3,car,25.00,82.80,57.80,0.00,5.75,795.72
DQN_w12,11,car_flow_WEST_E#6.2,car,12.40,84.80,72.40,27.60,50.61,214.25
DQN_w12,11,car_flow_south_E#15.4,car,27.20,85.00,57.80,0.00,5.66,795.72
DQN_w12,11,car_flow_turn.3,car,51.20,85.40,34.20,0.00,14.41,291.86
DQN_w12,11,car_flow_through.2,truck,48.00,87.00,39.00,0.00,16.19,215.71
DQN_w12,11,car_flow_E#10.1,car,8.40,88.80,80.40,6.60,16.92,888.90
DQN_w12,11,car_flow_turn_E#10.1,car,17.80,88.80,71.00,7.60,19.79,888.41
DQN_w12,11,car_flow_south_left.9,truck,53.20,90.00,36.80,0.00,12.63,533.79
DQN_w12,11,car_flow_E#10.5,car,26.20,90.20,64.00,0.00,5.61,888.90
DQN_w12,11,car_flow_turn_E#13.2,car,19.40,91.40,72.00,24.20,49.97,214.25
DQN_w12,11,car_flow_south_left.10,car,58.40,91.40,33.00,0.00,9.21,541.79
DQN_w12,11,car_flow_turn_E#10.0,car,8.80,92.00,83.20,16.60,31.40,888.41
DQN_w12,11,car_flow_turn_E#10.2,car,28.20,92.40,64.20,0.00,11.40,888.41
DQN_w12,11,car_flow_south_E#15.5,car,32.60,93.60,61.00,5.00,15.15,795.72
DQN_w12,11,car_flow_turn_E#13.3,car,22.40,93.60,71.20,17.80,49.37,214.25
DQN_w12,11,car_flow_turn.4,car,53.40,93.60,40.20,3.40,22.12,291.86
DQN_w12,11,car_flow_south_E#15.7,car,37.00,93.80,56.80,0.00,14.86,795.72
DQN_w12,11,car_flow_south_E#15.6,car,34.80,96.00,61.20,0.80,11.22,795.72
DQN_w12,11,car_flow_south_E#15.10,car,46.00,96.00,50.00,0.00,10.26,795.72
DQN_w12,11,car_flow_north_E#18.8,car,69.40,96.20,26.80,1.40,10.10,222.96
DQN_w12,11,car_flow_turn_E#13.4,car,24.80,96.40,71.60,14.40,48.22,214.25
DQN_w12,11,car_flow_south_E#18.1,truck,60.20,96.40,36.20,7.00,23.22,224.83
DQN_w12,11,car_flow_south_left.11,car,68.80,99.80,31.00,0.00,6.06,541.79
DQN_w12,22,car_flow_south_E#18.0,car,0.20,19.20,19.00,0.00,5.79,232.83
DQN_w12,22,car_flow_north_E#18.0,car,3.80,25.80,22.00,0.00,4.32,222.96
DQN_w12,22,car_flow_WEST_E#6.0,car,0.40,26.80,26.40,0.00,4.50,214.25
DQN_w12,22,car_flow_turn.0,truck,0.40,28.60,28.20,0.00,9.92,283.86
DQN_w12,22,car_flow_turn.1,car,6.00,31.00,25.00,0.00,8.07,291.86
DQN_w12,22,car_flow_north_E#18.1,car,11.60,31.80,20.20,0.00,4.66,222.96
DQN_w12,22,car_flow_north_E#18.2,car,13.80,34.80,21.00,0.00,5.29,222.96
DQN_w12,22,car_flow_through.0,car,3.80,35.00,31.20,0.00,6.01,223.71
DQN_w12,22,car_flow_turn.2,car,10.40,35.40,25.00,0.00,6.22,291.86
DQN_w12,22,car_flow_turn_E#15.0,car,8.20,37.60,29.40,0.00,6.33,223.71
DQN_w12,22,car_flow_south_left.0,truck,4.20,39.60,35.40,0.00,14.34,533.79
DQN_w12,22,car_flow_turn_E#13.0,truck,4.00,41.60,37.60,5.40,16.47,206.25
